0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.44,,,,,,,,,,,,648.2,,,,,,,,,,,,,,,,,650.64,,,,,,650.73,,,,,,651.46,,,,,651.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.97,,,,,,,,,,,,,,,,,652.08,,,,,,,,,,,,652.02,,,,,,,,,,,,651.76,,,,,,,,,,,,,,,,,652.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.79,,,,,,,,,,,650.63,,,,,,651.07,,,,,,651.03,,,,,,,,,650.91,,,,,,650.91,,,,,,651.03,,,,,652.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.05,,,,,,,,,,,649.22,,,,,,649.2,,,,,,650.35,,,,,,,,,,,,,,,,,,,,,,,651.21,,,,,,650.98,,,,,651.5,,,,,,651.64,,,,,,,,,,,,651.87,,,,,652.01,,,,,,,,,,,,652.51,,,,,,,,,,,,652.07,,,,,,,,,,,652.21,,,,,,651.81,,,,,652.23,,,,,,651.89,,,,,,652.03,,,,,,651.2,,,,,651.13,,,,,,650.59,,,,,,651.07,,,,,,,,,,,,,,,,,,,,,,650.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.19,,,,,,,,,,,647.93,,,,,,,,,,,,648.85,,,,,,,,,,,650.38,,,,,,651.34,,,,,,651.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.82,,,,,,,,,,,,,,,,,651.93,,,,,652.37,,,,,,,651.74,,,,,,,,,,,,,,,,,651.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.54,,,,,650.95,,,,,,650.86,,,,,,,,,,650.8,,,,,650.8,,,,,,650.78,,,,,,652.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.89,,,,,,,,,,,,648.9,,,,,,,,,,,650.04,,,,,,,,,,,,,,,,,,,,,,,651.13,,,,,,650.92,,,,,,651.43,,,,,651.51,,,,,,,,,,,,651.71,,,,,,651.94,,,,,,,,,,,,,,,,,,,,,,,651.89,,,,,,651.56,,,,,,,,,,,651.52,,,,,,652.06,,,,,,651.74,,,,,651.91,,,,,,651.05,,,,,,650.92,,,,,,650.46,,,,,,650.89,,,,,650.33,,,,,,650.89,,,,,,,,,,,650.8,,,,,,,,,,,,,,,,650.67,,,,,652.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.3,,,,,,647.7,,,,,,647.66,,,,,,,,,,,648.5,,,,,,,,,,,,650.08,,,,,651.12,,,,,,650.8,,,,,,650.98,,,,,,650.89,,,,,,,,,,,,,,,,,651.71,,,,,,,,,,,,,,,,,651.75,,,,,,652.23,,,,,,651.68,,,,,,,,,,,,,,,,,651.66,,,,,,,,,,,,,,,,,,,,,,,651.78,,,,,,650.96,,,,,,,,,,,,,,,,,650.73,,,,,,,,,,,,,,,,,,650.77,,,,,,,,,650.69,,,,,,650.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.64,,,,,,,,,,,,649.69,,,,,,,,,,,650.94,,,,,,,,,,,,,,,,,,,,,,,651.32,,,,,,651.43,,,,,651.59,,,,,,,651.59,,,,,651.77,,,,,,651.7,,,,,,,,,,,,,,,,,651.68,,,,,,651.32,,,,,,,,,,,651.3,,,,,,651.81,,,,,,651.55,,,,,,,,,,,,,,,,,650.75,,,,,,650.32,,,,,,,,,,,,650.2,,,,,650.75,,,,,,,,,,,650.74,,,,,650.67,,,,,,,,,,,650.54,,,,,,651.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.45,,,,,647.56,,,,,,647.42,,,,,,648.29,,,,,648.14,,,,,,649.37,,,,,,649.7,,,,,,,,,,,,650.63,,,,,650.92,,,,,,650.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.68,,,,,,,,,,,652.1,,,,,,651.53,,,,,,651.49,,,,,,,,,,,,651.47,,,,,,,,,,,651.69,,,,,,,,,,,651.66,,,,,,650.86,,,,,,650.65,,,,,,,,,,,,650.55,,,,,,,,,,,,,,,,,650.68,,,,,650.62,,,,,,,,,,650.49,,,,,,,,,,,652.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.58,,,,,,647.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.72,,,,,,,,,,,,,,,,,,,,,,,,651.24,,,,,651.31,,,,,,651.49,,,,,,651.5,,,,,,,,,,,651.57,,,,,,651.95,,,,,,651.42,,,,,,,,,,,,651.13,,,,,,,,,,,651.12,,,,,,,,,,,651.47,,,,,,,,,,,,,,,,,,,,,,,,650.21,,,,,650.38,,,,,,650.07,,,,,,650.65,,,,,650.55,,,,,,,,,,650.61,,,,,,650.4,,,,,,650.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.24,,,,,648.06,,,,,,647.74,,,,,,649.1,,,,,649.32,,,,,,,,,,,,650.4,,,,,,650.89,,,,,650.6,,,,,,651.26,,,,,,,,,,,,,,,,,651.42,,,,,,651.58,,,,,,,,,,,,,,,,,,,,,,,651.34,,,,,,,,,,,,651.35,,,,,,,,,,,,,,,,,,,,,,,651.63,,,,,,650.86,,,,,650.61,,,,,,,,,,,,,,,,,,649.91,,,,,650.54,,,,,,,,,,,650.45,,,,,,,,,,,,,,,,,,,,,,652.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.72,,,,,647.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.25,,,,,651.39,,,,,,,,,,,,,,,,,,651.6,,,,,651.87,,,,,,651.24,,,,,,,,,,,,650.98,,,,,,,,,,,650.94,,,,,,651.49,,,,,,651.28,,,,,,,,,,,650.81,,,,,,,,,,,,650.12,,,,,,650.24,,,,,,,,,,,,,,,,,650.36,,,,,,,,,,650.5,,,,,650.29,,,,,,650.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.15,,,,,,647.79,,,,,647.45,,,,,,648.89,,,,,,648.96,,,,,,,,,,,650.24,,,,,,650.71,,,,,,650.59,,,,,651.15,,,,,,,,,,,,,,,,,,651.43,,,,,,651.55,,,,,,,,,,,,,,,,,,,,,,,651.17,,,,,,,,,,,651.13,,,,,,,,,,,,651.28,,,,,,,,,,,651.58,,,,,,,,,,,,650.6,,,,,,650.12,,,,,,,,,,,649.85,,,,,,650.41,,,,,,,,,,650.3,,,,,650.3,,,,,,,,,,,,,,,,,652.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.81,,,,,,647.42,,,,,647.17,,,,,,647.6,,,,,,,,,,,,648.47,,,,,,,,,,,650.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.12,,,,,,651.33,,,,,,,,,,,,,,,,,651.56,,,,,,651.74,,,,,,651.12,,,,,651.02,,,,,,650.88,,,,,,650.93,,,,,,650.73,,,,,,,,,,,651.18,,,,,,651.49,,,,,,650.87,,,,,650.53,,,,,,,,,,,,650.18,,,,,,,,,,,,,,,,,650.24,,,,,,,,,,,,,,,,650.21,,,,,,650.08,,,,,651.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.34,,,,,,,,,,,648.63,,,,,,649.84,,,,,,649.82,,,,,650.54,,,,,,,,,,,,651,,,,,,,,,,,,,,,,,651.38,,,,,,651.45,,,,,,651.49,,,,,,,,,,,,,,,,,,,,,,,650.69,,,,,,,,,,,,,,,,,651.14,,,,,,651.03,,,,,,,,,,,,,,,,,,,,,,,650.13,,,,,,650.13,,,,,,649.75,,,,,650.2,,,,,,,,,,,650.23,,,,,650.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.93,,,,,647.4,,,,,,647.23,,,,,,647.36,,,,,,,,,,,648.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.31,,,,,,,,,,,650.94,,,,,,651.22,,,,,,,,,,,,,,,,,,,,,,,651.65,,,,,,650.99,,,,,,650.94,,,,,,,,,,,650.74,,,,,,650.6,,,,,,,,,,,,,,,,,651.35,,,,,,650.84,,,,,,650.52,,,,,,,,,,,,,,,,,,,,,,,650.11,,,,,,650.12,,,,,,,,,,,,,,,650.06,,,,,,650.06,,,,,651.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.42,,,,,,,,,,,,,,,,,647.14,,,,,,647.96,,,,,,648.24,,,,,649.55,,,,,,649.4,,,,,,650.41,,,,,,,,,,,650.84,,,,,,,,,,,,,,,,,,651.35,,,,,651.37,,,,,,651.44,,,,,,,,,,,,,,,,,,,,,,,650.52,,,,,,650.7,,,,,,,,,,,650.95,,,,,,650.81,,,,,,,,,,,,650.84,,,,,,,,,,,650.16,,,,,,650.12,,,,,,649.72,,,,,,,,,,,,,,,,650.12,,,,,650.07,,,,,,650,,,,,,649.84,,,,,651.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.12,,,,,,,,,,,647.33,,,,,,647.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.13,,,,,,650.17,,,,,,,,,,,,650.9,,,,,,651.13,,,,,,,,,,,,,,,,,,,,,,,651.56,,,,,,650.88,,,,,650.84,,,,,,,,,,,,,,,,,650.41,,,,,,,,,,,,,,,,,,651.18,,,,,,,,,,,650.6,,,,,,,,,,,,,,,,,,649.74,,,,,650.02,,,,,,650.04,,,,,,,,,,650.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.41,,,,,,,,,,,,,,,,,,647.01,,,,,647.75,,,,,,647.98,,,,,,649.29,,,,,649.1,,,,,,,,,,,,649.91,,,,,,650.61,,,,,,,,,,,,,,,,,651.35,,,,,,651.43,,,,,,651.41,,,,,651.46,,,,,,,,,,,,650.69,,,,,,650.37,,,,,,,,,,,,,,,,,650.83,,,,,,650.7,,,,,,,,,,,650.8,,,,,,,,,,,,650.18,,,,,650.15,,,,,,,,,,,,,,,,,,649.94,,,,,650.02,,,,,,,,,,,649.84,,,,,,,,,,650.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.33,,,,,,,,,,,,647.31,,,,,647.29,,,,,,,,,,,,647.51,,,,,,,,,,,648.99,,,,,,,,,,,,649.9,,,,,,,,,,,,,,,,,650.72,,,,,,651.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.66,,,,,,,,,,,,,,,,,650.55,,,,,,650.31,,,,,650.68,,,,,,,,,,,,651.05,,,,,,,,,,,,650.57,,,,,650.23,,,,,,,,,,,,649.71,,,,,,649.96,,,,,,,,,,,,,,,649.96,,,,,,,,,,,,649.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.59,,,,,,647.48,,,,,,,,,,,647.22,,,,,,647.04,,,,,,,,,,,647.6,,,,,,,,,,,,648.77,,,,,,,,,,,,,,,,,650.54,,,,,,,,,,,,651.01,,,,,651.32,,,,,,651.41,,,,,,651.39,,,,,,651.36,,,,,,,,,,,650.55,,,,,,650.12,,,,,,650.38,,,,,,,,,,,,,,,,,650.57,,,,,,,,,,,,650.64,,,,,650.52,,,,,,,,,,,,650.14,,,,,,,,,,,649.89,,,,,,649.82,,,,,649.85,,,,,,,,,,,649.77,,,,,,649.77,,,,,650.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.61,,,,,,647.34,,,,,,,,,,,,647.07,,,,,647.3,,,,,,,,,,,,648.64,,,,,,,,,,,649.58,,,,,,649.5,,,,,,,,,,,,650.62,,,,,,,,,,,,,,,,,651.36,,,,,,651.49,,,,,,,,,,,650.58,,,,,,,,,,,,,,,,,,,,,,,650.19,,,,,,650.55,,,,,,,,,,,,651.01,,,,,,,,,,,,,,,,,650.25,,,,,650.1,,,,,,,649.72,,,,,,,,,,,,,,,,649.8,,,,,649.89,,,,,,649.66,,,,,,,,,,650.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.84,,,,,,,,,,,,647.4,,,,,647.2,,,,,,,,,,,,,,,,,,647.3,,,,,,,,,,,648.41,,,,,,,,,,,,649.35,,,,,650.28,,,,,,,,,,,,651.05,,,,,,651.31,,,,,,,,,,,,,,,,,651.38,,,,,,,,,,,,650.45,,,,,650.01,,,,,,650.19,,,,,,650.03,,,,,,,,,,,650.44,,,,,,650.9,,,,,,650.59,,,,,,650.5,,,,,,,,,,,,,,,,,649.66,,,,,,649.86,,,,,,649.73,,,,,,,,,649.71,,,,,,,,,,,,649.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.81,,,,,,,,,,,,,,,,,647.07,,,,,,647.19,,,,,,,,,,,648.33,,,,,,,,,,,,649.28,,,,,,,,,,,,,,,,,650.37,,,,,,,,,,,,,,,,,651.47,,,,,,,,,,,,651.31,,,,,,650.5,,,,,650.34,,,,,,,,,,,,,,,,,,,,,,,650.39,,,,,,,,,,,,,,,,,,650.46,,,,,,,,,,,650.25,,,,,,650.12,,,,,,,,,,,,,,,,,,,,,,649.58,,,,,,,,,,,649.62,,,,,,,,,,,650.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.12,,,,,,,,,,,647.69,,,,,,647.16,,,,,,,,,,,647.07,,,,,,647.08,,,,,,648.02,,,,,,648.19,,,,,649,,,,,,649.02,,,,,,650.12,,,,,,,,,,,,,,,,,651.27,,,,,,,,,,,,651.49,,,,,,,,,,,650.49,,,,,,,,,,,,649.86,,,,,,650.08,,,,,649.93,,,,,,650.26,,,,,,650.28,,,,,650.69,,,,,,,,,,,,650.47,,,,,,,,,,,,,,,,,,649.71,,,,,649.72,,,,,,649.63,,,,,,,,,,649.6,,,,,,,,,,,,649.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.92,,,,,,,,,,,,,,,,,647.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.22,,,,,,650.98,,,,,,,,,,,,651.45,,,,,651.53,,,,,,651.33,,,,,,,,,,,,650.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.12,,,,,,,,,,,,650.31,,,,,,,,,,,,650.27,,,,,650.13,,,,,,,,,,,,649.62,,,,,,,,,,,649.53,,,,,,,,,,649.49,,,,,,,,,,,650.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
